start	end	speaker	wconfidence	text
745532	745746	A	0.99986	you're
745778	746630	A	0.99994	entangled.
747290	747702	A	0.95	The
747756	747974	A	1.0	two
748012	748482	A	0.77853	sides
748546	748726	A	0.99998	no
748748	749030	A	0.99775	longer
749100	749720	A	0.99999	have
751690	752386	A	0.99673	conditionally
752418	753026	A	0.9437	independent
753058	753640	A	0.77	states.
754190	754650	A	0.99978	If
754720	755098	A	1.0	one
755184	755782	A	0.99998	quantum
755846	756314	A	1.0	process,
756432	756666	A	0.99991	which
756688	756874	A	0.99731	is
756912	757162	A	0.99998	time
757216	758006	A	0.99957	reversible,
758118	758730	A	1.0	information
758880	759958	A	0.9929	preserving,
760134	760522	A	0.99999	is
760576	761462	A	0.99413	implemented
761606	762262	A	0.98962	jointly
762326	762506	A	1.0	by
762528	762714	A	1.0	the
762752	763002	A	1.0	two
763056	763930	A	1.0	systems.
764510	765306	A	0.99985	So
765488	765738	A	1.0	a
765744	765914	A	0.99629	lot
765952	766106	A	1.0	of
766128	766566	A	0.99999	things
766688	767022	A	0.99589	like
767076	767390	A	0.99993	this
767460	767886	A	0.52422	become
767988	768350	A	1.0	very
768420	769086	A	0.99996	simple
769268	769614	A	0.99999	when
769652	769950	A	0.99985	we
770020	770350	A	1.0	think
770420	771040	A	1.0	of
772130	772734	A	0.99999	these
772852	773882	A	0.99995	processes
774026	774478	A	0.99421	as
774564	775006	A	0.99994	just
775108	775594	A	0.984	quantum
775642	776602	A	0.99992	computations
776746	777198	A	1.0	going
777284	777678	A	0.99999	on
777764	778206	A	1.0	inside
778308	778622	A	0.99999	some
778676	779098	A	0.99993	system
779204	779806	A	0.99183	implemented
779838	780034	A	0.99999	by
780072	780274	A	0.99999	some
780312	780900	A	0.99998	system
781430	781938	A	0.59	and
782024	782322	A	1.0	how
782376	782642	A	1.0	those
782696	783470	A	0.99977	processes
783550	784078	A	0.90148	relate
784174	784626	A	0.99998	across
784728	785186	A	0.76919	some
785288	786158	A	0.99863	boundary.
786334	786674	A	0.9999	So
786712	786926	A	0.99997	that's
786958	787106	A	1.0	what
787128	787278	A	0.99995	we're
787294	787474	A	0.95417	going
787512	787666	A	1.0	to
787688	788162	A	0.57779	do
788296	788980	A	0.99999	for
789670	790302	A	0.84999	studying
790366	791410	A	0.99981	communication
791930	792680	A	1.0	today.
794410	794870	A	1.0	Another
794940	795174	A	0.99999	thing
795212	795702	A	0.84	to
795836	796546	A	0.99989	recall
796658	796982	A	1.0	from
797036	797158	A	1.0	a
797164	797334	A	1.0	couple
797372	797574	A	0.94	of
797612	798002	A	0.9453	sessions
798066	798774	A	0.99983	ago,
798972	799382	A	0.41352	our
799436	799654	A	0.99999	last
799692	800466	A	0.99936	session,
800658	801062	A	0.99999	is
801116	801286	A	1.0	that
801308	801590	A	0.84596	if
801660	802278	A	0.52	two
802444	802994	A	0.99985	reference
803042	803570	A	0.95824	frames,
803650	803954	A	1.0	q
804012	804234	A	1.0	one
804272	804474	A	1.0	and
804512	804714	A	1.0	Q
804752	805146	A	1.0	Two
805248	806090	A	0.99743	commute,
806750	807066	A	0.99999	we
807088	807322	A	0.58919	can
807376	807882	A	1.0	always
808016	808486	A	0.77534	join
808518	808762	A	0.96635	them
808816	809466	A	0.99999	together
809648	810378	A	1.0	to
810544	810970	A	1.0	form
811040	811226	A	1.0	a
811248	811530	A	0.99999	single
811600	812022	A	0.96182	reference
812086	812454	A	0.99878	frame.
812502	812714	A	1.0	And
812752	812954	A	0.99999	this
812992	813146	A	1.0	is
813168	813354	A	0.99993	just
813392	813594	A	0.59	a
813632	814198	A	0.98778	graphical
814294	814998	A	0.98418	depiction
815094	815354	A	0.99999	in
815392	815980	A	0.99998	this
816370	816906	A	0.99914	simpler
816938	817306	A	1.0	language
817338	817486	A	0.99	of
817508	817694	A	0.99996	how
817732	817934	A	1.0	that
817972	818560	A	1.0	works.
819250	820000	A	1.0	And
821410	822410	A	0.99875	topologically,
822490	822826	A	0.99972	there's
822858	823054	A	1.0	no
823092	823754	A	0.59421	distinction
823882	824560	A	1.0	between
824930	825342	A	0.78	the
825396	825662	A	1.0	left
825716	825982	A	0.99999	side
826036	826206	A	1.0	and
826228	826366	A	1.0	the
826388	826574	A	0.99999	right
826612	826862	A	0.99993	side.
826916	827086	A	1.0	What
827108	827306	A	0.99506	I've
827338	827534	A	0.99998	done
827572	827726	A	0.99999	is
827748	828126	A	0.97928	just
828228	828746	A	0.80656	squeeze
828778	828974	A	0.95	the
829012	829274	A	1.0	top
829332	829554	A	1.0	two
829592	829890	A	0.99994	green
829960	830446	A	0.99993	circles
830478	830770	A	0.99985	together
830840	831026	A	1.0	and
831048	831138	A	1.0	the
831144	831362	A	0.99999	bottom
831416	831634	A	1.0	two
831672	831922	A	0.99995	green
831976	832414	A	0.52396	circles
832462	832818	A	0.99997	together
832904	833202	A	0.99981	into
833256	833474	A	1.0	one
833512	834210	A	0.92329	circle.
834790	835394	A	0.99	And
835512	835938	A	0.99994	that
836024	836322	A	0.99994	just
836376	836642	A	0.99998	makes
836696	836866	A	1.0	a
836888	837170	A	0.99999	simple
837240	837714	A	0.99998	process
837832	838462	A	0.99985	connecting
838526	838754	A	1.0	the
838792	838994	A	0.99998	top
839032	839234	A	1.0	one
839272	839426	A	1.0	to
839448	839538	A	1.0	the
839544	839810	A	0.99999	bottom
839880	840594	A	0.99	one.
840792	841202	A	0.99075	So
841256	841486	A	1.0	what
841528	841698	A	0.99235	we're
841714	841798	A	0.98796	going
841804	841878	A	1.0	to
841884	842006	A	0.99999	be
842028	842358	A	0.99998	interested
842444	842790	A	0.99744	in
842860	843142	A	0.99784	is
843196	843874	A	0.99961	situations
843922	844134	A	0.99999	where
844172	844422	A	0.99999	this
844476	844882	A	0.99648	doesn't
844946	845560	A	0.96916	happen,
846890	847640	A	0.99284	where
848330	849138	A	0.69786	Alice
849234	849714	A	0.99998	consists
849762	850022	A	0.69	of
850076	850342	A	0.78	two
850396	851510	A	0.63616	components
851930	852342	A	0.99924	that
852396	853298	A	0.34704	execute
853474	854014	A	0.85276	reference
854082	854502	A	0.99973	frames
854566	854890	A	0.99998	that
854960	855302	A	0.99531	don't
855366	856170	A	0.98648	commute.
856750	857162	A	0.95	And
857216	857674	A	0.99697	so
857792	858074	A	1.0	the
858112	858314	A	1.0	two
858352	859450	A	0.51181	components
860190	861034	A	0.99999	are
861232	862054	A	0.9983	conditionally
862102	862822	A	0.99896	independent.
862886	863162	A	0.99999	They
863216	863626	A	0.99638	do
863728	863994	A	1.0	each
864032	864330	A	0.63696	have
864400	864634	A	1.0	free
864672	865014	A	0.99999	choice
865062	865226	A	1.0	of
865248	865622	A	0.70597	reference
865686	866410	A	0.99879	frame.
867090	867550	A	1.0	And
867620	867854	A	0.99992	so
867892	868046	A	0.99998	they
868068	868254	A	0.99888	have
868292	868446	A	1.0	to
868468	869210	A	0.99997	communicate
869290	870074	A	0.99997	classically.
870202	870542	A	0.99998	They
870596	870970	A	0.77374	don't
871050	871680	A	0.99998	share
873410	873774	A	1.0	a
873812	874110	A	1.0	single
874180	874682	A	0.99354	quantum
874746	875118	A	1.0	process,
875204	875454	A	0.84505	so
875492	875706	A	0.97784	they're
875738	876030	A	0.94554	not
876100	877070	A	0.99991	entangled.
878130	878794	A	1.0	And
878932	879618	A	0.99953	before
879784	880402	A	0.95564	we
880536	880834	A	1.0	go
880872	881122	A	0.99998	ahead
881176	881394	A	1.0	to
881432	881634	A	1.0	do
881672	882354	A	0.99999	that,
882552	882914	A	1.0	I
882952	883154	A	0.99999	just
883192	883442	A	0.99996	wanted
883496	883858	A	1.0	to
883944	884462	A	0.99842	remind
884526	884994	A	1.0	you
885112	885730	A	1.0	of
885880	886146	A	1.0	some
886168	886306	A	0.81	of
886328	886514	A	1.0	the
886552	886754	A	0.99921	no
886792	887042	A	0.99841	go
887096	887950	A	0.99699	theorems
888110	888530	A	0.99999	that
888600	888930	A	0.99944	follow
889000	889234	A	0.97043	from
889272	889522	A	0.61292	this
889576	890180	A	0.99997	situation
891370	891986	A	0.99794	depicted
892018	892118	A	1.0	on
892124	892246	A	1.0	the
892268	892550	A	0.9999	right,
892620	892854	A	0.99998	where
892892	893046	A	0.99996	we
893068	893350	A	0.99995	have
893420	893654	A	1.0	a
893692	894134	A	0.99999	single
894252	895014	A	0.99995	agent
895212	896082	A	0.8957	executing
896146	896374	A	1.0	a
896412	897000	A	0.99848	single
897530	898114	A	0.99994	reference
898162	898562	A	0.99946	frame,
898626	898854	A	1.0	a
898892	899238	A	0.99999	single
899324	900006	A	1.0	process,
900188	900534	A	1.0	a
900572	900870	A	0.99999	single
900940	901174	A	0.99994	kind
901212	901414	A	1.0	of
901452	902310	A	0.99814	measurement,
903370	903830	A	0.9999	any
903900	904134	A	0.99995	set
904172	904326	A	1.0	of
904348	904798	A	0.58396	commuting
904834	905382	A	0.98574	measurements
905446	905626	A	0.9999	that
905648	905786	A	0.99954	can
905808	905946	A	0.99998	be
905968	906422	A	0.82831	combined
906486	906762	A	0.99937	into
906816	907034	A	1.0	one
907072	908006	A	0.99343	measurement.
908198	908554	A	0.98	And
908592	908794	A	0.73806	here
908832	908938	A	0.83781	are
908944	909114	A	0.99762	some
909152	909402	A	0.99991	things
909456	909814	A	0.97988	Alice
909862	910214	A	0.5377	can't
910262	910666	A	0.99995	do.
910768	910986	A	0.97	And
911008	911286	A	0.98873	we've
911318	911562	A	0.99998	talked
911616	911834	A	1.0	about
911872	912026	A	0.99997	some
912048	912186	A	1.0	of
912208	912442	A	0.99996	these
912496	913450	A	0.89701	previously.
913870	914234	A	0.99731	So
914272	914426	A	0.99998	this
914448	914730	A	0.99992	is
914800	915178	A	0.99991	basically
915264	915466	A	1.0	a
915488	916490	A	0.9861	reminder.
917090	917840	A	0.84797	But
919410	920090	A	0.99865	Alice
920170	920794	A	0.9952	can't,
920922	921310	A	1.0	using
921380	921662	A	0.99982	just
921716	921982	A	0.9	one
922036	922910	A	0.99851	measurement,
923410	923930	A	0.58477	measure
924010	924254	A	1.0	the
924292	925002	A	0.97013	entanglement
925066	925642	A	0.78947	entropy
925706	926078	A	0.99994	across
926164	926414	A	0.99993	her
926452	926702	A	0.99999	own
926756	927626	A	0.70896	boundary.
927818	928222	A	0.9955	So
928276	928682	A	0.75952	Alice
928746	929078	A	0.99986	can't
929114	929314	A	0.97108	know
929352	929602	A	0.9998	that
929656	929874	A	0.99996	she
929912	930114	A	0.99996	has
930152	930306	A	1.0	an
930328	930894	A	0.9963	independent
930942	931442	A	0.99968	state.
931576	931922	A	0.99971	She
931976	932254	A	0.94808	can't
932302	932514	A	0.9999	know
932552	932754	A	0.99981	that
932792	933134	A	0.99961	she's
933182	933490	A	0.99996	not
933560	934366	A	0.99971	entangled
934478	934802	A	0.99979	with
934856	935598	A	0.91035	Bob.
935774	936306	A	0.97	And
936408	936686	A	0.99841	that's
936718	936866	A	1.0	a
936888	937166	A	0.99996	useful
937198	937394	A	0.9999	thing
937432	937586	A	1.0	to
937608	937746	A	1.0	think
937768	938002	A	1.0	about
938056	939090	A	0.92809	philosophically
940230	940546	A	0.99989	as
940568	940754	A	1.0	it
940792	941134	A	0.95271	applies
941182	941406	A	1.0	to
941448	941606	A	1.0	you
941628	941766	A	1.0	and
941788	942360	A	1.0	me.
942810	943174	A	0.99984	We
943212	943602	A	0.99933	can't
943666	944086	A	0.9999	actually
944188	944454	A	0.99995	know
944492	944646	A	0.99973	that
944668	944806	A	0.99981	we
944828	945014	A	0.99872	have
945052	945682	A	0.5521	independent
945746	946360	A	1.0	states.
947690	948242	A	0.92513	Alice
948306	948594	A	0.93782	can't
948642	949090	A	0.99999	measure
949170	949414	A	0.99992	her
949452	949750	A	0.99999	own
949820	950562	A	0.99617	entanglement
950626	951586	A	0.95821	entropy,
951778	952278	A	0.99895	so
952364	952614	A	0.99989	she
952652	953090	A	0.83523	can't
953170	953510	A	0.99993	know
953580	953970	A	0.99997	whether
954060	954314	A	0.98852	she
954352	954650	A	0.99998	has
954720	955334	A	0.79151	components
955382	955594	A	0.99984	that
955632	955786	A	0.99985	have
955808	955994	A	1.0	to
956032	956662	A	0.99001	communicate
956726	957530	A	0.9959	classically.
959630	959994	A	0.99946	She
960032	960246	A	0.99989	can't
960278	960662	A	0.99999	measure
960726	961126	A	0.99025	Bob's
961158	961734	A	0.99654	entanglement
961782	962630	A	0.6568	entropy,
962790	963162	A	0.99501	so
963216	963434	A	0.52224	she
963472	963766	A	0.99909	can't
963798	964042	A	0.99995	know
964096	964410	A	0.99995	whether
964480	964854	A	0.99994	Bob
964902	965306	A	0.99993	has
965408	966086	A	0.99945	compartments
966118	966266	A	0.99993	that
966288	966486	A	0.75622	have
966528	966686	A	0.99	to
966708	967450	A	0.85095	communicate
967530	968430	A	0.99938	classically.
968850	969214	A	0.99	And
969252	969358	A	0.99999	if
969364	969486	A	0.99	you
969508	969694	A	1.0	think
969732	969838	A	0.97672	in
969844	970014	A	0.99999	terms
970052	970254	A	1.0	of
970292	970794	A	0.99752	perception
970842	971550	A	0.9953	theory,
972210	972574	A	0.99853	this
972612	972862	A	0.99718	says
972916	973402	A	0.59395	Alice
973466	973754	A	0.99767	can't
973802	974062	A	0.99994	know
974116	974382	A	0.99994	whether
974436	975034	A	0.63456	Bob
975162	975642	A	0.64598	consists
975706	975934	A	1.0	of
975972	976586	A	0.96459	separate
976698	977226	A	0.99996	objects
977258	977454	A	0.99939	that
977492	977802	A	0.99753	behave
977866	978670	A	0.99773	classically.
981190	981554	A	0.96	Their
981592	981934	A	0.9923	behavior
981982	982146	A	0.99978	can
982168	982354	A	1.0	look
982392	982814	A	0.99995	classical
982862	983074	A	1.0	to
983112	983700	A	0.99981	her,
984310	984770	A	0.99982	but
984840	985166	A	0.99165	she's
985198	985442	A	0.99997	not
985496	985714	A	0.99997	able
985752	985954	A	1.0	to
985992	986494	A	0.53759	determine
986542	987090	A	0.84349	that
987240	987554	A	1.0	their
987592	987982	A	0.86042	behavior
988046	988322	A	0.99999	is
988376	988910	A	0.99994	classical
988990	989282	A	0.99996	because
989336	989554	A	0.9993	she
989592	990290	A	0.99711	can't
990710	991322	A	0.9999	measure
991406	991778	A	0.86813	Bob's
991794	992354	A	0.98207	entanglement
992402	993190	A	0.48074	entropy.
994410	994774	A	0.99986	She
994812	995154	A	0.73913	can't
995202	995602	A	0.8631	measure
995666	995846	A	1.0	the
995868	996594	A	0.98818	dimension
996722	997014	A	1.0	of
997052	997254	A	0.99983	her
997292	997542	A	0.99999	own
997596	998470	A	0.99967	boundary
999290	999798	A	1.0	and
999884	1000450	A	0.99995	recall
1000530	1000774	A	0.99929	from
1000812	1000966	A	1.0	a
1000988	1001174	A	1.0	couple
1001212	1001366	A	1.0	of
1001388	1001622	A	0.9999	times
1001676	1002086	A	0.99983	ago
1002188	1002598	A	0.99813	that
1002684	1002934	A	1.0	the
1002972	1003442	A	0.90853	boundary
1003506	1004094	A	0.99956	includes
1004162	1004490	A	0.99573	some
1004560	1005062	A	0.93414	sector
1005126	1005402	A	0.99998	that
1005456	1006022	A	0.50846	supplies
1006086	1006314	A	1.0	free
1006352	1006940	A	0.99997	energy
1007470	1007930	A	0.99958	that
1008000	1008422	A	0.99119	Alice
1008486	1008774	A	0.99947	can't
1008822	1009430	A	0.99982	extract
1009510	1009994	A	1.0	information
1010112	1010490	A	0.61958	from
1010560	1010794	A	0.99955	for
1010832	1011222	A	0.99995	further
1011286	1011942	A	0.99667	processing,
1012006	1012186	A	0.99976	she
1012208	1012346	A	0.99995	can
1012368	1012650	A	0.99999	only
1012720	1013222	A	0.9999	extract
1013286	1013514	A	1.0	free
1013552	1013850	A	0.99998	energy
1013920	1014540	A	0.99848	from.
1014990	1015546	A	0.99261	So
1015648	1016106	A	0.99962	she
1016208	1016614	A	0.99941	can't
1016662	1017030	A	0.99995	measure
1017110	1017306	A	1.0	the
1017328	1017766	A	0.56987	dimension
1017798	1018006	A	0.77	of
1018048	1018254	A	0.99998	that
1018292	1019150	A	0.99837	sector,
1019490	1019950	A	1.0	and
1020020	1020302	A	0.99989	so
1020356	1020526	A	0.99988	she
1020548	1020794	A	0.99548	can't
1020842	1021162	A	0.99999	measure
1021226	1021406	A	1.0	the
1021428	1021738	A	0.99927	dimension
1021754	1021886	A	0.51	of
1021908	1022046	A	1.0	the
1022068	1022302	A	0.99921	whole
1022356	1022714	A	0.99914	boundary
1022762	1023360	A	0.99997	itself.
1023970	1024334	A	0.98	And
1024372	1024526	A	0.99998	this,
1024548	1024686	A	1.0	of
1024708	1024942	A	0.99998	course,
1024996	1025214	A	0.99997	means
1025252	1025406	A	0.99986	that
1025428	1025566	A	0.99995	she
1025588	1025786	A	0.99936	can't
1025818	1026154	A	0.99999	measure
1026202	1026414	A	0.99992	her
1026452	1026606	A	0.99999	own
1026628	1027162	A	0.68999	dimension
1027226	1027646	A	0.99956	either.
1027748	1027966	A	1.0	And
1027988	1028126	A	1.0	of
1028148	1028286	A	0.99999	course,
1028308	1028446	A	0.99982	she
1028468	1028666	A	0.99971	can't
1028698	1029034	A	0.99999	measure
1029082	1029546	A	0.85912	Bob's
1029578	1030090	A	0.99803	dimension,
1030170	1030414	A	0.9993	because
1030452	1030618	A	0.73	the
1030644	1031170	A	0.99969	only
1031320	1031874	A	0.99997	information
1031992	1032226	A	0.999	she
1032248	1032530	A	0.99659	can
1032600	1032834	A	0.99175	get
1032872	1033074	A	1.0	about
1033112	1033374	A	0.77229	Bob
1033422	1033586	A	0.99997	is
1033608	1033794	A	0.9	the
1033832	1034302	A	0.99989	classical
1034366	1034738	A	0.99999	information
1034824	1035166	A	0.99967	that's
1035198	1035598	A	0.99969	encoded
1035614	1035746	A	0.51751	on
1035768	1035954	A	0.99994	this
1035992	1036382	A	0.99902	boundary.
1036446	1036674	A	0.99251	She
1036712	1037166	A	0.98099	can't
1037278	1037602	A	0.99996	reach
1037656	1037922	A	1.0	past
1037976	1038146	A	1.0	the
1038168	1038542	A	0.99776	boundary
1038606	1038786	A	1.0	to
1038808	1038994	A	0.99999	see
1039032	1039234	A	0.99999	how
1039272	1039522	A	0.99995	large
1039576	1039794	A	0.94	a
1039832	1040130	A	1.0	system
1040200	1040542	A	0.85719	Bob
1040606	1041220	A	0.99994	is.
1041850	1042358	A	0.97	And
1042444	1043170	A	0.72289	that's
1043330	1044130	A	0.99801	clearly
1044290	1044866	A	0.99995	connected
1044898	1045094	A	1.0	to
1045132	1045430	A	0.99997	this
1045500	1045782	A	1.0	first
1045836	1046054	A	1.0	point,
1046092	1046246	A	0.99987	that
1046268	1046406	A	0.99006	she
1046428	1046674	A	0.97485	can't
1046722	1046994	A	0.99999	measure
1047042	1047206	A	1.0	the
1047228	1047746	A	0.81118	entanglement
1047778	1048226	A	0.70479	entropy
1048258	1048598	A	0.9999	across
1048684	1049218	A	0.99893	Bob,
1049314	1049622	A	0.99985	because
1049676	1049846	A	1.0	the
1049868	1050386	A	0.99913	entanglement
1050418	1050914	A	0.99673	entropy
1050962	1051126	A	0.99973	can
1051148	1051334	A	0.99998	only
1051372	1051574	A	0.99994	be
1051612	1052246	A	0.99989	small
1052428	1052822	A	0.99985	if
1052876	1053094	A	0.9998	her
1053132	1053554	A	0.99823	dimension
1053602	1053766	A	1.0	and
1053788	1054178	A	0.84539	Bob's
1054194	1054546	A	0.997	dimension
1054578	1054726	A	0.99964	are
1054748	1054994	A	0.99986	both
1055052	1055322	A	0.99992	much
1055376	1055734	A	0.9652	larger
1055782	1055994	A	0.99996	than
1056032	1056186	A	1.0	the
1056208	1056566	A	0.57404	dimension
1056598	1056746	A	1.0	of
1056768	1056858	A	1.0	the
1056864	1057350	A	0.99946	boundary.
1057430	1057674	A	0.99644	So
1057712	1057926	A	0.99069	that's
1057958	1058106	A	1.0	a
1058128	1058502	A	0.99907	condition
1058566	1058794	A	0.99806	she
1058832	1059094	A	0.99784	can't
1059142	1059740	A	0.99473	check.
1061310	1061866	A	0.97593	So
1061968	1062234	A	1.0	all
1062272	1062426	A	1.0	of
1062448	1062826	A	0.99994	these
1062928	1063146	A	0.97752	kind
1063168	1063306	A	1.0	of
1063328	1063514	A	0.98795	no
1063552	1063754	A	0.99961	go
1063792	1064214	A	0.99943	theorems
1064262	1064522	A	0.941	lead
1064576	1064794	A	1.0	off
1064832	1064986	A	0.93465	in
1065008	1065338	A	0.9999	interesting
1065424	1066330	A	0.80474	directions.
1066690	1067006	A	0.95	And
1067028	1067214	A	1.0	the
1067252	1067406	A	0.99995	only
1067428	1067614	A	0.91	one
1067652	1067806	A	0.99985	that
1067828	1068026	A	0.99667	we're
1068058	1068254	A	0.99895	really
1068292	1068398	A	0.98757	going
1068404	1068478	A	1.0	to
1068484	1068606	A	0.99999	be
1068628	1069006	A	0.99996	interested
1069108	1069518	A	0.99993	in
1069604	1070240	A	0.99664	here
1072050	1072800	A	0.99377	is
1073250	1073566	A	1.0	the
1073588	1073822	A	1.0	third
1073876	1074046	A	1.0	one,
1074068	1074158	A	1.0	the
1074164	1074334	A	0.6	one
1074372	1074574	A	1.0	about
1074612	1075034	A	0.94598	measuring
1075082	1075466	A	0.99507	Bob's
1075498	1075994	A	0.99977	entanglement
1076042	1076618	A	0.77084	entropy,
1076714	1077070	A	0.99993	because
1077140	1077374	A	0.9999	we
1077412	1077614	A	0.99993	want
1077652	1077806	A	1.0	to
1077828	1078158	A	0.99999	talk
1078244	1078934	A	0.99997	specifically
1079002	1079330	A	1.0	about
1079400	1079970	A	0.99974	how
1080120	1080750	A	0.90846	multiple
1080830	1081362	A	0.99944	agents,
1081496	1081890	A	0.98678	so
1081960	1082494	A	0.99995	multiple
1082542	1083118	A	0.99936	components
1083134	1083314	A	0.91	of
1083352	1084206	A	0.9858	Alice
1084398	1084802	A	0.9972	can
1084856	1085266	A	0.99999	access
1085368	1085922	A	0.99999	information
1086056	1086402	A	1.0	about
1086456	1086974	A	0.99844	Bob's
1087022	1087662	A	0.80513	entanglement
1087726	1088610	A	0.99821	entropy.
1093050	1093702	A	0.68042	Okay,
1093836	1094338	A	0.99904	so
1094444	1094854	A	0.9997	recall
1094902	1095114	A	0.99998	from
1095152	1095306	A	1.0	the
1095328	1095466	A	0.99998	end
1095488	1095626	A	1.0	of
1095648	1095786	A	1.0	the
1095808	1096042	A	0.9999	last
1096096	1096890	A	0.78519	session
1097310	1097722	A	0.99988	that
1097776	1097946	A	1.0	the
1097968	1098154	A	1.0	last
1098192	1098394	A	0.99998	thing
1098432	1098634	A	0.99998	we
1098672	1098922	A	0.99998	talked
1098976	1099194	A	1.0	about
1099232	1099482	A	0.95	was
1099536	1100118	A	0.92756	classical
1100214	1101290	A	0.98495	communication.
1101950	1102314	A	1.0	And
1102352	1102506	A	0.99999	we
1102528	1102762	A	0.99999	talked
1102816	1103034	A	1.0	about
1103072	1103274	A	1.0	the
1103312	1103610	A	0.99998	fact
1103680	1104010	A	1.0	that
1104080	1104582	A	0.99998	classical
1104646	1105526	A	0.99996	communication
1105638	1106278	A	0.99794	involves
1106374	1107030	A	0.99423	assumptions
1107110	1107354	A	1.0	and
1107392	1108242	A	0.98256	pitfalls
1108326	1108526	A	1.0	and
1108548	1108734	A	0.55051	that
1108772	1108926	A	1.0	we
1108948	1109086	A	0.99999	have
1109108	1109198	A	1.0	to
1109204	1109374	A	0.99998	be
1109412	1109614	A	0.99996	very
1109652	1110074	A	0.99999	careful
1110122	1110474	A	0.79998	whenever
1110522	1110734	A	0.95349	we
1110772	1110974	A	0.99998	talk
1111012	1111262	A	1.0	about
1111316	1111920	A	1.0	it.
1112450	1112766	A	1.0	And
1112788	1112974	A	0.58	what
1113012	1113178	A	0.99968	we're
1113194	1113278	A	0.99978	going
1113284	1113358	A	1.0	to
1113364	1113582	A	0.95352	do
1113636	1114142	A	1.0	today
1114276	1114910	A	0.99992	is
1115060	1115470	A	0.99999	standard
1115540	1116170	A	0.99999	practice
1116250	1116542	A	0.91672	in
1116596	1117178	A	0.99929	physics.
1117274	1117546	A	0.98575	We're
1117578	1117914	A	0.99706	simply
1117962	1118078	A	0.99922	going
1118084	1118254	A	1.0	to
1118292	1119310	A	0.99988	stipulate
1119730	1120480	A	0.99986	that
1121250	1121614	A	0.99994	these
1121652	1122534	A	0.75167	components,
1122682	1122994	A	1.0	a
1123032	1123186	A	1.0	one
1123208	1123394	A	0.8	and
1123432	1123586	A	1.0	a
1123608	1123890	A	0.98	two,
1123960	1124194	A	0.87	the
1124232	1124782	A	0.99485	separable
1124846	1125326	A	0.6567	components
1125358	1125506	A	1.0	of
1125528	1126030	A	0.58432	Alice,
1126110	1126702	A	0.9693	communicate
1126766	1127390	A	0.99997	classically.
1127470	1127666	A	1.0	And
1127688	1127874	A	0.55127	so
1127912	1128078	A	0.99928	we're
1128094	1128178	A	0.99929	going
1128184	1128306	A	1.0	to
1128328	1128466	A	0.99991	draw
1128488	1128626	A	0.96	it
1128648	1128882	A	0.99998	like
1128936	1129202	A	0.99999	this.
1129256	1129438	A	0.9998	We're
1129454	1129538	A	0.99948	going
1129544	1129666	A	1.0	to
1129688	1129826	A	0.99999	draw
1129848	1130034	A	0.67	a
1130072	1130542	A	0.99996	classical
1130606	1131026	A	0.58925	channel
1131128	1131490	A	0.99999	between
1131560	1132180	A	1.0	them,
1132650	1132966	A	1.0	and
1132988	1133174	A	0.79357	that
1133212	1133682	A	0.99987	classical
1133746	1134070	A	0.99998	channel
1134140	1134594	A	0.99957	passes
1134642	1134854	A	1.0	through
1134892	1135330	A	0.9975	Bob.
1135410	1135702	A	0.52	It
1135756	1136162	A	0.99993	uses
1136226	1136626	A	0.99934	degrees
1136658	1136854	A	1.0	of
1136892	1137314	A	0.99956	freedom
1137362	1137622	A	0.64	of
1137676	1137846	A	1.0	the
1137868	1138322	A	0.9998	ambient
1138386	1138834	A	0.99994	photon
1138882	1139286	A	0.81631	field
1139388	1139654	A	0.99999	or
1139692	1140086	A	1.0	the
1140188	1140642	A	0.94193	ambient
1140706	1141458	A	0.78	atmosphere
1141554	1141862	A	0.92744	or
1141916	1142306	A	0.99998	pieces
1142338	1142486	A	1.0	of
1142508	1142838	A	1.0	paper
1142924	1143222	A	0.96704	or
1143276	1143686	A	0.99998	email
1143788	1144102	A	0.8937	or
1144156	1144422	A	1.0	something
1144476	1144694	A	1.0	like
1144732	1145222	A	0.99999	that
1145356	1145794	A	0.50183	that's
1145842	1146054	A	1.0	out
1146092	1146246	A	0.99999	there
1146268	1146406	A	0.99998	in
1146428	1146530	A	1.0	the
1146540	1147110	A	0.98506	environment
1147190	1147530	A	1.0	to
1147600	1148022	A	0.84677	exchange
1148086	1148582	A	0.68472	classical
1148646	1149610	A	0.99993	messages.
1150510	1150874	A	0.75	And
1150912	1151018	A	0.99999	there
1151024	1151098	A	0.99929	are
1151104	1151178	A	1.0	a
1151184	1151354	A	0.9115	couple
1151392	1151498	A	1.0	of
1151504	1151674	A	0.99999	things
1151712	1151914	A	0.93	to
1151952	1152246	A	0.99999	note
1152278	1152858	A	1.0	here
1153024	1153258	A	1.0	I
1153264	1153526	A	0.50769	haven't
1153558	1153706	A	0.99988	even
1153728	1154006	A	0.99999	written
1154038	1154186	A	1.0	down
1154208	1154394	A	0.99999	here.
1154432	1154598	A	0.99999	We're
1154614	1154966	A	0.89294	assuming
1154998	1155290	A	0.51613	that
1155360	1155546	A	1.0	a
1155568	1155754	A	0.73	one
1155792	1155946	A	1.0	and
1155968	1156106	A	1.0	a
1156128	1156410	A	1.0	two
1156480	1156774	A	1.0	share
1156832	1157102	A	0.77512	some
1157156	1157610	A	0.94232	language
1157690	1157934	A	0.53186	for
1157972	1158174	A	0.99898	this
1158212	1158634	A	0.99999	classical
1158682	1159322	A	0.99987	communication.
